player,team,nation,pos,age,born,league,season,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_MP_playing_time,Playing Time_Min_playing_time,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_playing_time,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Andrey Santos,Nottingham Forest,BRA,MF,19,2004,ENG-Premier League,2324,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,2,0,0.0,22.5,0.0,0.0,,0,0,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,5,0.0,0.0,0.0,0.0,0.0,0.47,0.1,0,0,0,0,0,0,0,0,0,,,0
Anthony Elanga,Nottingham Forest,SWE,"MF,FW",21,2002,ENG-Premier League,2324,36,25,2433,27.0,5,9,14,5,0,0,1,0,0.18,0.33,0.52,0.18,0.52,27.0,5,54,23,42.6,2.0,0.85,0.09,0.22,0,0,36,2433.0,68.0,71.1,27.0,25,86.0,15,11,27.0,0,0.97,40.0,47.0,-7.0,-0.26,0.74,27.0,1,0,0,9,26,19,57,8,19,,,0
Brandon Aguilera,Nottingham Forest,CRC,MF,20,2003,ENG-Premier League,2324,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,5.0,5.0,0.1,0.1,0,,0,1,5.0,3,0.0,0.0,0.0,0.0,0.0,0.47,0.1,0,0,0,3,0,0,0,0,0,,,0
Brennan Johnson,Nottingham Forest,WAL,"FW,MF",22,2001,ENG-Premier League,2324,3,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6,0,3,0,0.0,1.14,0.0,0.0,,0,0,3,237.0,79.0,6.9,2.6,3,79.0,0,0,,0,1.0,4.0,5.0,-1.0,-0.38,0.1,2.6,0,0,0,1,7,1,2,0,0,,,0
Callum Hudson-Odoi,Nottingham Forest,ENG,"MF,FW",22,2000,ENG-Premier League,2324,29,20,1854,20.6,8,1,9,8,0,0,0,0,0.39,0.05,0.44,0.39,0.44,20.6,8,38,20,52.6,1.84,0.97,0.21,0.4,0,0,29,1854.0,64.0,54.2,20.6,20,82.0,9,9,24.0,1,0.86,32.0,41.0,-9.0,-0.44,0.08,20.6,0,0,0,14,30,9,73,6,8,,,0
Cheikhou Kouyaté,Nottingham Forest,SEN,MF,33,1989,ENG-Premier League,2324,12,2,212,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.4,0,5,1,20.0,2.12,0.42,0.0,0.0,0,0,12,212.0,18.0,6.2,2.4,2,64.0,0,10,8.0,18,1.33,1.0,6.0,-5.0,-2.12,-1.76,2.4,2,0,0,6,2,0,0,2,5,,,0
Chris Wood,Nottingham Forest,NZL,FW,31,1991,ENG-Premier League,2324,31,20,1812,20.1,14,1,15,14,0,0,0,0,0.7,0.05,0.75,0.7,0.75,20.1,14,48,26,54.2,2.38,1.29,0.29,0.54,0,0,31,1812.0,58.0,53.0,20.1,20,83.0,13,11,14.0,0,0.94,28.0,34.0,-6.0,-0.3,0.37,20.1,0,0,0,22,13,7,2,1,4,,,0
Danilo Santos,Nottingham Forest,BRA,MF,22,2001,ENG-Premier League,2324,29,20,1792,19.9,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,0,0,29,1792.0,62.0,52.4,19.9,20,80.0,7,9,20.0,2,1.03,31.0,42.0,-11.0,-0.55,-0.17,19.9,4,0,0,13,9,2,26,33,22,,,0
Divock Origi,Nottingham Forest,BEL,"MF,FW",28,1995,ENG-Premier League,2324,20,6,606,6.7,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,6.7,0,14,4,28.6,2.08,0.59,0.0,0.0,0,0,20,606.0,30.0,17.7,6.7,6,57.0,0,14,19.0,7,0.6,4.0,6.0,-2.0,-0.3,0.21,6.7,1,0,0,14,8,5,13,2,4,,,0
Felipe,Nottingham Forest,BRA,DF,34,1989,ENG-Premier League,2324,7,4,375,4.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,4.2,0,3,0,0.0,0.72,0.0,0.0,,0,0,7,375.0,54.0,11.0,4.2,4,75.0,2,3,25.0,5,0.75,4.0,11.0,-7.0,-1.68,-1.35,4.2,4,0,0,10,2,0,0,4,9,,,0
Gio Reyna,Nottingham Forest,USA,MF,20,2002,ENG-Premier League,2324,9,2,235,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,2.6,0,5,2,40.0,1.91,0.77,0.0,0.0,0,0,9,235.0,26.0,6.9,2.6,2,61.0,0,7,16.0,4,0.67,3.0,3.0,0.0,0.0,0.51,2.6,0,0,0,3,2,0,8,2,3,,,0
Gonzalo Montiel,Nottingham Forest,ARG,DF,26,1997,ENG-Premier League,2324,14,8,801,8.9,0,2,2,0,0,0,5,0,0.0,0.22,0.22,0.0,0.22,8.9,0,3,0,0.0,0.34,0.0,0.0,,0,0,14,801.0,57.0,23.4,8.9,8,77.0,2,6,32.0,10,1.29,13.0,11.0,2.0,0.22,0.91,8.9,5,0,0,6,1,2,16,7,19,,,0
Harry Toffolo,Nottingham Forest,ENG,"DF,MF",27,1995,ENG-Premier League,2324,23,15,1459,16.2,1,3,4,1,0,0,3,0,0.06,0.19,0.25,0.06,0.25,16.2,1,8,5,62.5,0.49,0.31,0.13,0.2,0,0,23,1459.0,63.0,42.7,16.2,15,88.0,12,8,18.0,9,0.91,18.0,29.0,-11.0,-0.68,-0.36,16.2,3,0,0,17,2,0,46,12,15,,,0
Ibrahim Sangaré,Nottingham Forest,CIV,MF,25,1997,ENG-Premier League,2324,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,11.5,0,8,0,0.0,0.7,0.0,0.0,,0,0,17,1035.0,61.0,30.3,11.5,13,73.0,4,4,20.0,7,0.88,12.0,16.0,-4.0,-0.35,0.18,11.5,6,0,0,22,9,2,2,14,22,,,0
Joe Worrall,Nottingham Forest,ENG,DF,26,1997,ENG-Premier League,2324,7,5,439,4.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,4.9,0,2,0,0.0,0.41,0.0,0.0,,0,0,7,439.0,63.0,12.8,4.9,5,85.0,3,2,7.0,7,1.57,7.0,8.0,-1.0,-0.21,0.31,4.9,0,1,0,3,2,0,0,3,5,,,0
Morgan Gibbs-White,Nottingham Forest,ENG,"MF,FW",23,2000,ENG-Premier League,2324,37,35,3156,35.1,5,10,15,4,1,1,9,0,0.14,0.29,0.43,0.11,0.4,35.1,5,71,15,21.1,2.02,0.43,0.06,0.27,1,1,37,3156.0,85.0,92.3,35.1,35,88.0,27,2,38.0,0,0.97,46.0,59.0,-13.0,-0.37,1.33,35.1,9,0,0,37,57,6,181,18,24,,,0
Moussa Niakhate,Nottingham Forest,SEN,DF,27,1996,ENG-Premier League,2324,21,15,1460,16.2,1,0,1,1,0,0,5,1,0.06,0.0,0.06,0.06,0.06,16.2,1,5,1,20.0,0.31,0.06,0.2,1.0,0,0,21,1460.0,70.0,42.7,16.2,15,87.0,13,6,25.0,12,0.95,20.0,35.0,-15.0,-0.92,-0.79,16.2,5,1,1,11,4,0,11,14,25,,,0
Murillo,Nottingham Forest,BRA,DF,21,2002,ENG-Premier League,2324,32,32,2789,31.0,0,2,2,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,31.0,0,17,6,35.3,0.55,0.19,0.0,0.0,0,0,32,2789.0,87.0,81.5,31.0,32,87.0,28,0,,0,0.91,41.0,56.0,-15.0,-0.48,-0.06,31.0,5,0,0,38,7,0,3,40,33,,,1
Neco Williams,Nottingham Forest,WAL,"DF,MF",22,2001,ENG-Premier League,2324,26,18,1637,18.2,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,0,0,26,1637.0,63.0,47.9,18.2,18,85.0,14,8,13.0,5,0.92,23.0,33.0,-10.0,-0.55,-0.15,18.2,4,0,0,23,30,4,69,23,39,,,0
Nicolás Domínguez,Nottingham Forest,ARG,MF,25,1998,ENG-Premier League,2324,26,19,1495,16.6,2,2,4,2,0,0,4,0,0.12,0.12,0.24,0.12,0.24,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,0,0,26,1495.0,58.0,43.7,16.6,19,74.0,3,7,12.0,6,0.92,16.0,27.0,-11.0,-0.66,-0.33,16.6,4,0,0,26,16,2,6,18,35,,,0
Nuno Tavares,Nottingham Forest,POR,DF,23,2000,ENG-Premier League,2324,8,5,457,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.1,0,7,1,14.3,1.38,0.2,0.0,0.0,0,0,8,457.0,57.0,13.4,5.1,5,80.0,4,3,20.0,5,1.13,8.0,9.0,-1.0,-0.2,0.32,5.1,2,0,0,8,2,0,16,1,7,,,0
Ola Aina,Nottingham Forest,NGA,"DF,MF",26,1996,ENG-Premier League,2324,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,18.8,1,11,1,9.1,0.59,0.05,0.09,1.0,0,0,22,1692.0,77.0,49.5,18.8,20,84.0,9,2,5.0,3,1.0,27.0,39.0,-12.0,-0.64,-0.33,18.8,3,0,0,18,25,2,27,17,29,,,0
Orel Mangala,Nottingham Forest,BEL,MF,25,1998,ENG-Premier League,2324,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,17.4,1,10,1,10.0,0.58,0.06,0.1,1.0,0,0,20,1563.0,78.0,45.7,17.4,19,82.0,10,1,4.0,1,0.85,16.0,31.0,-15.0,-0.86,-0.72,17.4,6,0,0,23,21,0,2,27,12,,,0
Rodrigo Ribeiro,Nottingham Forest,POR,FW,18,2005,ENG-Premier League,2324,4,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,4,17.0,4.0,0.5,0.2,0,,0,4,4.0,8,1.25,0.0,0.0,0.0,0.0,0.48,0.2,0,0,0,1,0,0,0,1,0,,,0
Ryan Yates,Nottingham Forest,ENG,MF,25,1997,ENG-Premier League,2324,35,21,1992,22.1,1,1,2,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,22.1,1,32,7,21.9,1.45,0.32,0.03,0.14,0,0,35,1992.0,57.0,58.2,22.1,21,83.0,14,14,18.0,2,1.0,31.0,38.0,-7.0,-0.32,0.38,22.1,6,0,0,54,57,2,6,21,37,,,0
Scott McKenna,Nottingham Forest,SCO,DF,26,1996,ENG-Premier League,2324,5,5,416,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.6,0,2,0,0.0,0.43,0.0,0.0,,0,0,5,416.0,83.0,12.2,4.6,5,83.0,4,0,,1,1.4,7.0,6.0,1.0,0.22,0.79,4.6,0,0,0,3,2,0,0,4,0,,,0
Serge Aurier,Nottingham Forest,CIV,"DF,MF",30,1992,ENG-Premier League,2324,12,10,833,9.3,0,2,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,9.3,0,6,1,16.7,0.65,0.11,0.0,0.0,0,0,12,833.0,69.0,24.4,9.3,10,80.0,6,2,18.0,1,1.0,9.0,15.0,-6.0,-0.65,-0.23,9.3,2,0,0,8,9,0,22,8,14,,,0
Taiwo Awoniyi,Nottingham Forest,NGA,FW,25,1997,ENG-Premier League,2324,20,12,1042,11.6,6,3,9,6,0,0,2,0,0.52,0.26,0.78,0.52,0.78,11.6,6,22,11,50.0,1.9,0.95,0.27,0.55,0,0,20,1042.0,52.0,30.5,11.6,12,74.0,1,8,19.0,0,1.05,17.0,21.0,-4.0,-0.35,0.18,11.6,2,0,0,9,16,13,1,1,6,,,0
Willy Boly,Nottingham Forest,CIV,DF,32,1991,ENG-Premier League,2324,20,18,1438,16.0,2,1,3,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,0,0,20,1438.0,72.0,42.0,16.0,18,79.0,11,2,10.0,3,1.0,17.0,23.0,-6.0,-0.38,0.17,16.0,3,1,1,20,2,1,1,24,30,,,0
Andre Brooks,Sheffield United,JAM,MF,19,2003,ENG-Premier League,2324,20,12,938,10.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,10.4,0,9,2,22.2,0.86,0.19,0.0,0.0,0,0,20,938.0,47.0,27.4,10.4,12,62.0,0,8,24.0,11,0.25,5.0,29.0,-24.0,-2.3,-0.67,10.4,1,0,0,11,9,0,8,15,10,,,0
Anel Ahmedhodžić,Sheffield United,BIH,DF,24,1999,ENG-Premier League,2324,31,29,2649,29.4,2,0,2,2,0,0,11,1,0.07,0.0,0.07,0.07,0.07,29.4,2,19,5,26.3,0.65,0.17,0.11,0.4,0,0,31,2649.0,85.0,77.5,29.4,29,89.0,27,2,34.0,0,0.35,28.0,89.0,-61.0,-2.07,-1.14,29.4,11,1,1,34,13,2,6,33,35,,,0
Anis Ben Slimane,Sheffield United,TUN,MF,22,2001,ENG-Premier League,2324,15,4,419,4.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4.7,0,8,3,37.5,1.72,0.64,0.0,0.0,0,0,15,419.0,28.0,12.3,4.7,4,61.0,0,11,16.0,13,0.33,2.0,14.0,-12.0,-2.58,-0.87,4.7,2,0,0,7,6,2,1,5,6,,,1
Antwoine Hackford,Sheffield United,ENG,FW,19,2004,ENG-Premier League,2324,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,2,13.0,7.0,0.4,0.1,0,,0,2,7.0,0,0.0,0.0,1.0,-1.0,-6.92,-5.13,0.1,0,0,0,0,0,0,0,0,0,,,0
Auston Trusty,Sheffield United,USA,DF,24,1998,ENG-Premier League,2324,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,28.6,0,8,2,25.0,0.28,0.07,0.0,0.0,0,0,32,2572.0,80.0,75.2,28.6,28,89.0,24,4,21.0,6,0.38,22.0,81.0,-59.0,-2.06,-1.0,28.6,4,0,0,23,12,3,6,34,29,,,0
Ben Brereton,Sheffield United,CHI,"FW,MF",24,1999,ENG-Premier League,2324,14,14,1105,12.3,6,1,7,5,1,1,3,0,0.49,0.08,0.57,0.41,0.49,12.3,6,35,19,54.3,2.85,1.55,0.14,0.26,1,1,14,1105.0,79.0,32.3,12.3,14,79.0,8,0,,1,0.29,16.0,37.0,-21.0,-1.71,0.16,12.3,3,0,0,11,19,10,9,3,4,,,0
Ben Osborn,Sheffield United,ENG,MF,28,1994,ENG-Premier League,2324,24,14,1367,15.2,0,2,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,15.2,0,4,0,0.0,0.26,0.0,0.0,,0,0,24,1367.0,57.0,40.0,15.2,14,77.0,10,10,28.0,5,0.42,19.0,40.0,-21.0,-1.38,0.72,15.2,3,0,0,8,9,1,47,8,8,,,1
Bénie Traoré,Sheffield United,CIV,"FW,MF",20,2002,ENG-Premier League,2324,8,3,387,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.3,0,1,1,100.0,0.23,0.23,0.0,0.0,0,0,8,387.0,48.0,11.3,4.3,3,86.0,1,5,26.0,11,0.13,2.0,13.0,-11.0,-2.56,-0.84,4.3,0,0,0,10,4,1,3,1,2,,,0
Cameron Archer,Sheffield United,ENG,"FW,MF",22,2001,ENG-Premier League,2324,29,21,1832,20.4,4,1,5,4,0,0,1,0,0.2,0.05,0.25,0.2,0.25,20.4,4,42,11,26.2,2.06,0.54,0.1,0.36,0,0,29,1832.0,63.0,53.6,20.4,21,80.0,9,8,19.0,0,0.48,22.0,50.0,-28.0,-1.38,0.95,20.4,1,0,0,14,20,13,5,1,12,,,0
Chris Basham,Sheffield United,ENG,"DF,MF",35,1988,ENG-Premier League,2324,8,3,321,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.6,0,2,0,0.0,0.56,0.0,0.0,,0,0,8,321.0,40.0,9.4,3.6,3,68.0,1,5,24.0,0,0.13,2.0,6.0,-4.0,-1.12,0.77,3.6,1,0,0,3,3,2,4,4,2,,,0
Daniel Jebbison,Sheffield United,CAN,FW,19,2003,ENG-Premier League,2324,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,1,21.0,21.0,0.6,0.2,0,,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1.83,0.2,0,0,0,0,0,0,0,0,0,,,0
George Baldock,Sheffield United,GRE,"DF,MF",30,1993,ENG-Premier League,2324,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,10.8,0,1,0,0.0,0.09,0.0,0.0,,0,0,13,969.0,75.0,28.3,10.8,11,82.0,9,2,33.0,1,0.54,11.0,21.0,-10.0,-0.93,1.24,10.8,4,0,0,18,14,1,18,10,9,,,0
Gustavo Hamer,Sheffield United,NED,MF,26,1997,ENG-Premier League,2324,36,34,2910,32.3,4,6,10,4,0,0,9,0,0.12,0.19,0.31,0.12,0.31,32.3,4,49,15,30.6,1.52,0.46,0.08,0.27,0,0,36,2910.0,81.0,85.1,32.3,34,83.0,18,2,39.0,0,0.44,31.0,83.0,-52.0,-1.61,1.39,32.3,9,0,0,50,17,6,118,26,20,,,0
Jack Robinson,Sheffield United,ENG,DF,29,1993,ENG-Premier League,2324,34,31,2885,32.1,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,32.1,1,14,6,42.9,0.44,0.19,0.07,0.17,0,0,34,2885.0,85.0,84.4,32.1,31,89.0,27,3,40.0,0,0.47,30.0,83.0,-53.0,-1.65,1.04,32.1,10,0,0,19,16,1,12,29,30,,,2
James Mcatee,Sheffield United,ENG,"MF,FW",20,2002,ENG-Premier League,2324,30,20,1822,20.2,3,3,6,2,1,1,2,0,0.15,0.15,0.3,0.1,0.25,20.2,3,26,9,34.6,1.28,0.44,0.08,0.22,1,1,30,1822.0,61.0,53.3,20.2,20,78.0,7,10,25.0,2,0.5,19.0,65.0,-46.0,-2.27,-0.98,20.2,2,0,0,15,29,1,35,11,20,,,0
Jayden Bogle,Sheffield United,ENG,"MF,DF",23,2000,ENG-Premier League,2324,34,32,2788,31.0,3,0,3,3,0,0,9,0,0.1,0.0,0.1,0.1,0.1,31.0,3,32,11,34.4,1.03,0.36,0.09,0.27,0,0,34,2788.0,82.0,81.5,31.0,32,84.0,23,2,43.0,1,0.44,29.0,79.0,-50.0,-1.61,1.09,31.0,9,0,0,39,22,4,41,32,37,,,1
John Egan,Sheffield United,IRL,DF,30,1992,ENG-Premier League,2324,6,6,482,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.4,0,3,1,33.3,0.56,0.19,0.0,0.0,0,0,6,482.0,80.0,14.1,5.4,6,80.0,4,0,,0,0.17,4.0,17.0,-13.0,-2.43,-0.71,5.4,2,0,0,6,1,0,0,13,3,,,0
John Fleck,Sheffield United,SCO,MF,31,1991,ENG-Premier League,2324,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,4,92.0,23.0,2.7,1.0,1,45.0,0,3,16.0,5,0.0,1.0,5.0,-4.0,-3.91,-2.16,1.0,1,0,0,2,2,0,0,0,0,,,0
Luke Thomas,Sheffield United,ENG,"MF,DF",22,2001,ENG-Premier League,2324,12,11,917,10.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,10.2,0,6,1,16.7,0.59,0.1,0.0,0.0,0,0,12,917.0,76.0,26.8,10.2,11,81.0,7,1,23.0,4,0.42,5.0,29.0,-24.0,-2.36,-0.74,10.2,3,0,0,10,13,0,13,10,9,,,0
Mason Holgate,Sheffield United,JAM,DF,26,1996,ENG-Premier League,2324,10,9,710,7.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,7.9,0,3,0,0.0,0.38,0.0,0.0,,0,0,10,710.0,71.0,20.8,7.9,9,76.0,4,1,22.0,2,0.5,11.0,22.0,-11.0,-1.39,0.53,7.9,3,1,0,8,4,0,7,10,7,,,0
Max Lowe,Sheffield United,ENG,"MF,DF",26,1997,ENG-Premier League,2324,10,4,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.6,0,2,0,0.0,0.36,0.0,0.0,,0,0,10,503.0,50.0,14.7,5.6,4,71.0,1,6,37.0,3,0.7,6.0,12.0,-6.0,-1.07,0.87,5.6,1,0,0,7,3,1,8,4,9,,,0
Oliver Arblaster,Sheffield United,ENG,MF,19,2004,ENG-Premier League,2324,12,11,943,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,10.5,0,1,1,100.0,0.1,0.1,0.0,0.0,0,0,12,943.0,79.0,27.6,10.5,11,83.0,7,1,27.0,2,0.25,13.0,28.0,-15.0,-1.43,0.53,10.5,2,0,0,10,12,0,7,15,17,,,1
Oliver McBurnie,Sheffield United,SCO,FW,27,1996,ENG-Premier League,2324,21,15,1280,14.2,6,3,9,4,2,2,7,2,0.42,0.21,0.63,0.28,0.49,14.2,6,33,17,51.5,2.32,1.2,0.12,0.24,2,2,21,1280.0,61.0,37.4,14.2,15,75.0,6,6,25.0,3,0.29,20.0,38.0,-18.0,-1.27,0.88,14.2,7,2,2,19,27,4,5,5,6,,,0
Oliver Norwood,Sheffield United,NIR,MF,32,1991,ENG-Premier League,2324,27,16,1440,16.0,1,0,1,0,1,1,8,0,0.06,0.0,0.06,0.0,0.0,16.0,1,15,6,40.0,0.94,0.37,0.0,0.0,1,1,27,1440.0,53.0,42.1,16.0,16,82.0,12,11,11.0,9,0.44,12.0,47.0,-35.0,-2.19,-0.64,16.0,8,0,0,15,9,0,52,19,26,,,0
Rhian Brewster,Sheffield United,ENG,FW,23,2000,ENG-Premier League,2324,13,3,346,3.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,3.8,0,7,3,42.9,1.82,0.78,0.0,0.0,0,0,13,346.0,27.0,10.1,3.8,3,61.0,0,10,16.0,1,0.54,0.0,8.0,-8.0,-2.08,-0.29,3.8,0,1,0,5,5,1,3,1,1,,,0
Rhys Norrington-Davies,Sheffield United,WAL,DF,24,1999,ENG-Premier League,2324,5,2,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,0,,0.0,0.0,,,0,0,5,110.0,22.0,3.2,1.2,2,27.0,0,3,19.0,1,0.8,1.0,6.0,-5.0,-4.09,-2.35,1.2,1,0,0,3,1,1,2,1,1,,,0
Ryan One,Sheffield United,SCO,MF,17,2006,ENG-Premier League,2324,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,8.0,8.0,0.2,0.1,0,,0,1,8.0,3,0.0,0.0,2.0,-2.0,-22.5,-20.73,0.1,0,0,0,0,0,0,0,0,0,,,0
Sam Curtis,Sheffield United,IRL,DF,17,2005,ENG-Premier League,2324,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,1,28.0,28.0,0.8,0.3,0,,0,1,28.0,8,0.0,0.0,0.0,0.0,0.0,1.83,0.3,0,0,0,0,0,0,1,0,0,,,0
Sydie Peck,Sheffield United,ENG,MF,18,2004,ENG-Premier League,2324,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,10.0,10.0,0.3,0.1,0,,0,1,10.0,1,3.0,0.0,0.0,0.0,0.0,1.82,0.1,0,0,0,0,0,0,0,0,0,,,0
Tom Davies,Sheffield United,ENG,MF,25,1998,ENG-Premier League,2324,9,2,221,2.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.5,0,4,1,25.0,1.63,0.41,0.0,0.0,0,0,9,221.0,25.0,6.5,2.5,2,45.0,0,7,19.0,1,0.44,2.0,11.0,-9.0,-3.67,-1.98,2.5,2,0,0,7,2,0,4,3,5,,,0
Vinicius Souza,Sheffield United,BRA,MF,24,1999,ENG-Premier League,2324,36,29,2668,29.6,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03,29.6,1,14,6,42.9,0.47,0.2,0.07,0.17,0,0,36,2668.0,74.0,78.0,29.6,29,84.0,20,7,32.0,2,0.44,27.0,80.0,-53.0,-1.79,0.13,29.6,3,0,0,48,14,2,10,30,73,,,0
William Osula,Sheffield United,DEN,FW,19,2003,ENG-Premier League,2324,21,9,786,8.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,8.7,0,21,8,38.1,2.4,0.92,0.0,0.0,0,0,21,786.0,37.0,23.0,8.7,9,60.0,1,12,20.0,9,0.29,4.0,23.0,-19.0,-2.18,-0.47,8.7,4,0,0,15,12,6,2,2,2,,,0
Yasser Larouci,Sheffield United,ALG,MF,22,2001,ENG-Premier League,2324,11,6,531,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.9,0,6,1,16.7,1.02,0.17,0.0,0.0,0,0,11,531.0,48.0,15.5,5.9,6,61.0,0,5,33.0,23,0.18,5.0,11.0,-6.0,-1.02,0.95,5.9,1,0,0,5,5,1,6,7,9,,,0
Alejo Véliz,Tottenham Hotspur,ARG,FW,19,2003,ENG-Premier League,2324,8,0,50,0.6,1,0,1,1,0,0,1,0,1.8,0.0,1.8,1.8,1.8,0.6,1,2,1,50.0,3.6,1.8,0.5,1.0,0,0,8,50.0,6.0,1.5,0.6,0,,0,8,6.0,5,1.88,3.0,2.0,1.0,1.8,1.48,0.6,1,0,0,0,1,3,0,0,0,,,0
Ben Davies,Tottenham Hotspur,WAL,DF,30,1993,ENG-Premier League,2324,17,12,1090,12.1,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,12.1,1,12,2,16.7,0.99,0.17,0.08,0.5,0,0,17,1090.0,64.0,31.9,12.1,12,86.0,10,5,12.0,13,1.82,25.0,21.0,4.0,0.33,-0.02,12.1,2,0,0,8,19,0,10,10,16,,,0
Brennan Johnson,Tottenham Hotspur,WAL,"MF,FW",22,2001,ENG-Premier League,2324,32,23,2085,23.2,5,10,15,5,0,0,3,0,0.22,0.43,0.65,0.22,0.65,23.2,5,50,21,42.0,2.16,0.91,0.1,0.24,0,0,32,2085.0,65.0,61.0,23.2,23,79.0,8,9,31.0,0,1.56,49.0,37.0,12.0,0.52,0.45,23.2,3,0,0,17,29,12,71,9,15,,,0
